Numero_BP;Departamento;Municipio;Vereda;Predio;Organizacion;Id_Distrito;Nombre_Distrito;Escala_Distrito;Tipo_Distrito;Distrito_Operativo;Area_Bruta_HA;Area_Neta_Inicial_HA;Familias;Principales_Cultivos;Condición_Juridica;Propiedad_Distrito;Estado_Propiedad;Recursos_Construccion;Administrador_Distrito;Nombre_Fuente_Hidrica;Subzona_Hidrica;Corporacion_Autonoma_Regional;Concesión_Aguas;Numer_Consecion;Caudal_Consecion;Fecha_Consecion;Vigencia_Consecion;Observaciones
224;CESAR;BECERRIL;SOCOMBA, RÍO MARACAS;;ASOCERRO AZUL;224;CERRO AZUL;Pequeña;Riego;1;38;38;12;Plátano, Yuca, Frutales, Maderables, Ganadería, Pancoger;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Río Socomba;Medio Cesar;CORPOCESAR;1;;;;;
225;CESAR;CHIMICHAGUA;VILLA LUCY;;ASOVILLALUCY;225;VILLA LUCY;Pequeña;Riego;0;35;35;15;Plátano, Plátano, Yuca, Frutales, Patilla, Fríjol, Ganadería, Pancoger;Privado ;Asociación ;Propio;Otros;Asociación de Usuarios;;Bajo Cesar;CORPOCESAR;1;;;;;
226;CESAR;CHIRIGUANA;RINCÓN HONDO, HATILLO DE LOS MOJICA;;ASOANIME;226;ANIME;Pequeña;Riego;0;45;45;16;Pan Coger, Plátano, Yuca, Frutales, Maderables, Maíz, Patilla, Pasto, Ganadería, Pancoger;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;;Bajo Cesar;CORPOCESAR;1;;;;;
227;CESAR;CHIRIGUANA;LOS MARTÍNEZ, PACHO PRIETO;;ASOPACHO PRIETO;227;PACHO PRIETO;Pequeña;Riego;0;62;62;25;Pancoger, Plátano, Yuca, Frutales, Maderables, Cítricos, Cacao, Guayaba, Maíz, Guanábana, Ganadería;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;;Bajo Cesar;CORPOCESAR;1;;;;;
228;CESAR;CODAZZI;LA IBERIA;;ASO LA IBERIA;228;LA IBERIA;Pequeña;Riego;1;70;70;43;Pancoger, Plátano, Yuca, Frutales, Maderables, Palma de Aceite, Maíz, Cacao, Pasturas Mejoradas, Ganadería;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Arroyo Caney,  Quebrada Carey;Medio Cesar;CORPOCESAR;1;;;;;
229;CESAR;CURUMANI;ANAIME-LA VÍA;;ASOVIA;229;ANIME - LA VÍA CURUMANI;Pequeña;Riego;0;43;43;17;Pan Coger, Plátano, Yuca, Cacao, Cítricos, Frutales ,Aguacates, Zapotes, Nísperos,;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Río Anaime;Bajo Cesar;CORPOCESAR;0;;;;;
230;CESAR;EL COPEY;;;ASOARIGUANI;230;RIO ARIGUANI;Pequeña;Riego;1;70;70;67;;Privado ;Asociación ;Propio;Otros;Asociación de Usuarios;Río Ariguancito;Rio Ariguani;CORPOCESAR;0;;;;;
231;CESAR;GONZALEZ;;;ASPROSANI;231;ASPROSANI;Pequeña;Riego;1;41;41;39;;Privado ;Asociación ;Propio;AIS - DRE 2011;Asociación de Usuarios;;;CORPOCESAR;;;;;;
232;CESAR;LA GLORIA;TORCOROMA;;ASOTORCOROMA;232;TORCOROMA;Pequeña;Riego;1;120;120;10;Pancoger, Plátano, Yuca, Arroz, Frutales, Cacao, Maderables, Ganado;Público ;ADR;Legalizado;Públicos ;ADR;Caño San Marcos;Quebrada El Carmen y Otros Directos al Magdalena;CORPOCESAR;1;;;;;
233;CESAR;LA JAGUA DE IBIRICO;LA ESTRELLA;;ASO LA ESTRELLA;233;ESTRELLA;Pequeña;Riego;1;75;75;30;Pancoger, Plátano, Yuca, Frutales, Maderables, Cacao, Maíz, Hortalizas;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Río San Antonio;Medio Cesar;CORPOCESAR;1;;;;;
234;CESAR;LA JAGUA DE IBIRICO;LA CONQUISTA;;ASOTRIANGULO;234;TRIANGULO ;Pequeña;Riego;1;29;29;19;Pancoger, Plátano, Yuca, Arroz, Frutales, Cacao, Maderables, Maíz, Aguacate;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Quebrada las Ánimas;Medio Cesar;CORPOCESAR;0;;;;;
235;CESAR;LA PAZ;CORREGIMIENTO SAN JOSÉ DE ORIENTE;;ASOBETANIA;235;BETANIA ;Pequeña;Riego;1;25;25;154;Maíz, Cacao, Tomate, Hortalizas, Frutales;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Río Reicito;Medio Cesar;CORPOCESAR;1;;;;;
236;CESAR;LA PAZ;;;VARAS BLANCAS;236;VARAS BLANCAS;Pequeña;Riego;0;120;120;14;Yuca, Papaya, Ahuyama;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Río Pereira;Medio Cesar;CORPOCESAR;0;;;;;
237;CESAR;MANAURE;HONDO DEL RÍO Y CASA GRANDE;;ASOSABANAS;237;SABANAS DE LEÓN ;Pequeña;Riego;1;70;70;64;Pan Coger, Plátano, Yuca, Frutales, Cacao, Maderables, Aguacate, Cítricos, Hortalizas, Fríjol, Maíz;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Río Manaure;Medio Cesar;CORPOCESAR;1;;;;;
238;CESAR;TAMALAMEQUE;LA PALESTINA, ALIANZA CAMPESINA;;ASOBUENOS AIRES;238;BUENOS AIRES;Pequeña;Riego;1;72;72;29;Pan Coger, Plátano, Yuca, Frutales, Maderables, Arroz, Palma;Público ;Por definir;Sin transferir;Públicos ;Asociación de Usuarios;Quebrada Floresta;Bajo Cesar;CORPOCESAR;1;;;;;
239;CESAR;VALLEDUPAR;PONTÓN;;ASOPONTON;239;PONTÓN;Pequeña;Riego;1;15;15;28;Pancoger, Plátano, Yuca, Frutales, Cacao, Maderables, Cañas, Hortalizas, Maíz;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Río Pontón;Alto Cesar;CORPOCESAR;1;;;;;
240;CESAR;VALLEDUPAR;PUEBLO BELLO;;ASOPUEBLO BELLO;240;PUEBLO BELLO;Pequeña;Riego;0;51;51;64;Frutales, Hortalizas, Caña, Maíz, Frijol, Yuca, Cítricos, Flores;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Río Ariguaní;Medio Cesar;CORPOCESAR;1;;;;;
241;CÓRDOBA;COTORRA;TREMENTINO;;ASOTREMENTINO;241;TREMENTINO;Pequeña;Riego;0;154;154;44;Arroz, Maíz, Yuca, Pan Coger, Algodón, Plátano;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;;Bajo Sinu;CVS;0;;;;;
242;CÓRDOBA;LORICA;LOS HIGALES, EL SALADO;;ASOSALAO;242;EL SALADO;Pequeña;Riego;0;80;80;120;Plátano, Yuca, Maíz, Arroz, Maracuyá, Hortalizas, Plátano;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;;Bajo Sinu;CVS;1;;;;;
243;CÓRDOBA;LORICA;LA DOCTRINA;;ASODOCTRINA;243;LA DOCTRINA;Mediana;Riego y Drenaje;1;7000;2462;289;Arroz, Palma Africana, Pancoger y Papaya;Público ;ADR;Legalizado;Públicos ;ADR;Río Sinú;Bajo Sinu;CVS;1;;;;;
244;CÓRDOBA;MONTERÍA;TRES PIEDRAS, COSTA DE ORO;;ASOCOSTADEORO;244;COSTA DE ORO;Pequeña;Riego;0;525;525;105;Arroz, Plátano, Yuca;Privado ;Asociación ;Propio;Otros;Asociación de Usuarios;;Medio Sinu;CVS;0;;;;;
245;CÓRDOBA;MONTERÍA;LA PLAYA, EL BARAL, EL PAÑOL;;ASOPALOMAS;245;LAS PALOMAS;Pequeña;Riego;0;150;150;28;Piscicultura, Maíz;Público ;ADR;Legalizado;Públicos ;ADR;Río Sinú;Medio Sinu;CVS;1;;;;;Mayo-2018: La ADR realizó visita verificnado que el distrito no esta operando y por consiguiente no esta cumpliendo con sus funciones, el Distrito ingresa el proceso para darlo de baja. 
246;CÓRDOBA;MONTERÍA;;;ASORIEGOSINU (ASUMOCARI Antes);246;MONTERÍA - MOCARÍ;Gran;Riego y Drenaje;1;48000;43818;5026;Arroz, Algodón, Maíz, Sorgo, Pastos, Ganadería;Público ;ADR;Legalizado;Públicos ;ADR;Río Sinú;Bajo Sinu;CVS;1;;;;;
247;CÓRDOBA;SAHAGÚN;CERRO BOMBA;;ASOBOMBA;247;CERRO BOMBA;Pequeña;Riego;0;9;9;27;Yuca, Ñame, Maíz, Ajonjolí, Ahuyama, Ají, Caña Flecha;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;;Bajo Sinu;CVS;1;;;;;
248;CÓRDOBA;TUCHÍN;AGUAS MOHOSAS;;ASOMOHOSAS;248;AGUAS MOHOSAS;Pequeña;Riego;1;22;22;18;Yuca, Ñame, Maíz, Caña, Coco, Piscicultura , Caña Flecha;Público ;ADR;Legalizado;Públicos ;ADR;La fuente abastecedora es un Lago Artificial con una capacidad estimada de 50.000 m3. El caudal concesionado es de 11.5 lt,seg ;Directos Caribe Golfo de Morrosquillo;CVS;1;;;;;
249;CÓRDOBA;TUCHÍN;BAJO GRANDE;;ASOBAJO GRANDE;249;BAJO GRANDE;Pequeña;Riego;0;15;15;20;Yuca, Ñame, Maíz;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Represa Bajo Grande;Bajo Sinu;CVS;1;;;;;
250;CÓRDOBA;SAN ANDRÉS DE SOTAVENTO;ESMERALDA;;ASOESMERALDA;250;LA ESMERALDA;Pequeña;Riego;1;5;22;18;Frutales ,Mango, Guayaba Agria,, Maíz, Yuca, Ñame, Fríjol, Arroz, Ajonjolí, Plátano, Arroz;Público ;ADR;Legalizado;Públicos ;ADR;La fuente abastecedora es un Lago Artificial con una capacidad estimada de 50.000 m3. El caudal concesionado es de 11.5 lt,seg ;Directos Caribe Golfo de Morrosquillo;CVS;1;;;;;
251;CÓRDOBA;SAN ANTERO;TIJERETA;;MINI DISTRITO DE RIEGO DEL LAGO LA COCORILLA FRUTILAGO;251;TIJERETA;Pequeña;Riego;1;15;15;30;Maíz, Arroz, Coco, Tubérculos, Ñame, Yuca , Ají Dulce, Mango;Privado ;Asociación ;Propio;Otros;Asociación de Usuarios;;Bajo Sinu;CVS;0;;;;;"Actualizacion D.T. 2013; Programa Servicios Complementarios 2013. Sin infraestructura de bombeo."
252;CÓRDOBA;SAN BERNARDO DEL VIENTO;CAÑO GRANDE;;COVICOMPACGRA;252;CAÑO GRANDE;Pequeña;Riego;0;131;131;40;Arroz, Plátano, Yuca, Piscicultura;Privado ;Asociación ;Propio;Otros;Asociación de Usuarios;;Bajo Sinu;CVS;0;;;;;"Actualizacion D.T. 2013; Programa Servicios Complementarios 2013. Sin infraestructura de bombeo."
253;CÓRDOBA;SAN BERNARDO DEL VIENTO;DAMASCO EL CASTILLO;;ASODAMASCO;253;DAMASCO EL CASTILLO;Pequeña;Riego;0;50;50;132;Arroz, Sorgo, Maíz, Plátano, Yuca, Ñame, Cítricos, Mango, Coco;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;;Bajo Sinu;CVS;0;;;;;
254;CÓRDOBA;SAN BERNARDO DEL VIENTO;VILLA CLARA;;ASOVIC;254;VILLA CLARA;Pequeña;Riego;0;180;180;56;Arroz, Plátano, Ñame, Maíz, Hortalizas, Yuca;Privado ;Asociación ;Propio;Otros;Asociación de Usuarios;;Bajo Sinu;CVS;0;;;;;
255;CÓRDOBA;TUCHIN;VIDALES;;GUAPINSINÚ;255;BELLA CECILIO;Pequeña;Riego;0;18;18;26;Caña Flecha, Yuca, Ñame;Privado ;Asociación ;Propio;Otros;Asociación de Usuarios;;Bajo Sinu;CVS;0;;;;;
256;CÓRDOBA;TUCHIN;MOLINA;;MOLINA BARBACOAS Y SABANAL;256;MOLINA BARBACOAS Y SABANAL;Pequeña;Riego;0;150;150;111;Yuca, Ñame, Maíz;Privado ;Asociación ;Propio;Otros;Asociación de Usuarios;;Bajo Sinu;CVS;0;;;;;
257;CUNDINAMARCA;ANOLAIMA;BALSILLAS, CORAMA, MATIMA, SAN ISIDRO;;ASOBALSILLAS;257;BALSILLAS CORAMA;Pequeña;Riego;1;41;41;41;Habichuela, Mora, Espinaca, Hortalizas, Tomate, Alverja, Pastos, Fríjol, Plátano, Café, Aromáticas , Granadilla;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Río Curi;Rio Bogota;CAR;1;;;;;
258;CUNDINAMARCA;ARBELÁEZ;SABANETA, CUARTEL, VERGEL;;ASOSACUVER;258;SABANETA, CUARTEL Y VERGEL;Pequeña;Riego;1;95;95;95;Tomate, Pepino Cohombro, Ahuyama, Maracuyá, Guanábana, Habichuela, Cítricos, Pastos, Caña de Azúcar, Ganadería de Doble Propósito, Guayaba;Privado ;Asociación ;Propio;AIS 2009;Asociación de Usuarios;Río Negro;Rio Sumapaz;CAR;1;;;;;
259;CUNDINAMARCA;BELTRÁN;;;ASOMAPA;259;PAQUILÓ;Pequeña;Riego;0;185;185;25;Maíz, Habichuela, Pepino, Fríjol, Pastos ;Público ;ADR;Legalizado;Públicos ;ADR;Río Magdalena;Rio Seco y otros Directos al Magdalena;CAR;0;;;;;Mayo-2018: La ADR realizó visita verificnado que el distrito no esta operando y por consiguiente no esta cumpliendo con sus funciones, el Distrito ingresa el proceso para darlo de baja. 
260;CUNDINAMARCA;CABRERA;ALTO ARIARI;;ASOALTOARIARI;260;ALTO ARIARI;Pequeña;Riego;1;30;30;24;Alverja, Habichuela, Ganadería Doble Propósito, Cultivos Transitorios, Maíz, Tomate de Árbol, Lulo, Mora, Curuba, Frijol Cargamanto y Bola Roja;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Quebrada Alto Ariari;Rio Sumapaz;CAR;0;;;;;
261;CUNDINAMARCA;CABRERA;SANTA LUCIA;;ASOSANTALUCIA;261;SANTA LUCIA;Pequeña;Riego;0;36;36;36;Ganadería Doble Propósito, Alverja, Habichuela, Tomate, Lulo, Maíz, Cebolla Cabezona, Pastos, Legumbres, Mora, Tomate de Árbol, Queso Campesino, Uchuva, Granadilla, Curuba, Frijol Cargamanto y Bola Roja;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Quebrada Santa Rita;Rio Sumapaz;CAR;1;;;;;
262;CUNDINAMARCA;CACHIPAY;PETALUMA, SAN JOSÉ;;ASOMALABRIGO;262;PETALUMA - MALABRIGO;Pequeña;Riego;1;21;21;42;Follajes Ruscos, Helecho Cuero, Eucalipto Ornamental, Café, Frutas, Mora, Habichuela, Espinaca, Fríjol, Alverja, Flores;Privado ;Asociación ;Propio;AIS 2009;Asociación de Usuarios; Quebrada Malabrigo;Rio Bogota;CAR;1;;;;;
263;CUNDINAMARCA;CACHIPAY;PETALUMA, SAN JOSÉ;;ASOPETALUMA;263;SAN JOSÉ PETALUMA;Pequeña;Riego;1;30;30;30;Follajes Ruscos, Helecho Cuero, Otros Frutales Aguacate, Café, Cítricos;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Nacedero Vereda El Retiro;Rio Bogota;CAR;1;;;;;
264;CUNDINAMARCA;CHIPAQUE;SIECHA;;ASOCASIE;264;VEREDAS DE SIECHA Y CALDERA;Pequeña;Riego;1;83;83;83;Aromáticas, Hortalizas ,Cebolla,;Privado ;Asociación ;Propio;AIS - DRE 2012;Asociación de Usuarios;;Rio Guayuriba;CORPORINOQUIA;0;;;;;
265;CUNDINAMARCA;CHOACHÍ;FERRALARADA;;ASOFONTE;265;FERROLARADA;Pequeña;Riego;1;93.7;93.7;100;Habichuela, Durazno, Granadilla, Girasol, Gladiolos, Pimentón, Tomate, Frijol, Frutales, Cebolla, Durazno;Privado ;Asociación ;Propio;AIS 2008 II;Asociación de Usuarios;Quebrada Blanca y Puente Palo;Rio Guayuriba;CORPORINOQUIA;1;;;;;
266;CUNDINAMARCA;CHOACHÍ;GUAZA, RÍO BLANCO, RESGUARDO BAJO, BOBADILLAS;;ASOPROGRESO;266;PROGRESO;Pequeña;Riego;1;150;150;260;Habichuela, Tomate, Pimentón, Durazno, Naranjas, Tomillo, Pecuarios como Vacas para Leche, Gallina, Cerdos, Café, Pastos, Ahuyamilla;Privado ;Asociación ;Propio;AIS 2008 II;Asociación de Usuarios;Quebrada Guaza;Rio Guayuriba;CORPORINOQUIA;1;;;;;
267;CUNDINAMARCA;CHOACHÍ;EL HATO, QUIUZA, RESGUARDO NORTE, RESGUARDO BAJO, SANTA ROSA, RESGUARDO, EL PINO SUR;;ASORESGUARDO;267;RESGUARDO;Pequeña;Riego;1;205;205;205;"Habichuela, Tomate, Girasol, Pimentón, Café, Avícola, Porcicultura, Cebolla, Alverja, Ahuyama, Porcicultura, Ganadería, Durazno, Granadilla
Girasol, Gladiolos";Privado ;Asociación ;Propio;AIS 2009;Asociación de Usuarios;Quebrada Potrero Grande;Rio Guayuriba;CORPORINOQUIA;1;;;;;
268;CUNDINAMARCA;CHOACHÍ;;;ASOUCHIBAGRO;268;CHIBAGRO;Pequeña;Riego;1;150;150;154;;Público ;Por definir;Sin transferir;Públicos ;Asociación de Usuarios;;;CORPORINOQUIA;;;;;;
269;CUNDINAMARCA;FÓMEQUE;CHINIA;;ASODISCHINIA;269;CHINIA;Pequeña;Riego;1;25;25;25;Tomate, Porcicultura, Habichuela, Alverjas, Pepino, Frijol, Pecuaria, Porcicultura, Ganadería, Cornicultura;Privado ;Asociación ;Propio;Otros;Asociación de Usuarios;Quebrada Raudal;Rio Guayuriba;CORPOGUAVIO;1;;;;;
270;CUNDINAMARCA;FÓMEQUE;COASAVISTA, CARRIZAL, RESGUARDO, RAMAIL;;ASOPORVENIR;270;EL PORVENIR;Pequeña;Riego;1;143;143;201;Tomate, Habichuela, Pepino, Pimentón, Ganadería, Frutales, Alverja, Fríjol;Público ;ADR;Legalizado;Públicos ;ADR;Río Negro, Quebrada Caquinal;Rio Guayuriba;CORPOGUAVIO;1;;;;;
271;CUNDINAMARCA;FÓMEQUE;RIO NEGRO - RIO BLANCO - SALITRE;;ASOURIOBLANCO FOMEQUE;271;RIO BLANCO;Pequeña;Riego;1;79;79;79;Tomate, Habichuela, Pepino, Pimentón, Alverjas, Pepino, Frijol, Pecuaria, Avicultura;Privado ;Asociación ;Propio;AIS - DRE 2013;Asociación de Usuarios;Quebrada caquinal;Rio Guayuriba;CORPOGUAVIO;1;;;;;
272;CUNDINAMARCA;FÓMEQUE;SUSA, TABLÓN, GUACHAVITA, LADERAS, LA HUERTA, LAVADERO, GRAMAL, MARGARITA;;ASOSUSAGRAMAL;272;SUSA - GRAMAL;Pequeña;Riego;1;236;236;236;Tomate, Habichuela, Pimentón, Maíz, Alverja, Tomate de Árbol, Legumbres , Frutales, Pepino, Gallinas Ponedoras;Público ;ADR;Legalizado;Públicos ;ADR;Quebrada San Vicente, Quebrada Buenos Aires (En la Quebrada Buenos Aires la Bocatoma No Funciona);Rio Guayuriba;CORPOGUAVIO;1;;;;;
273;CUNDINAMARCA;FÓMEQUE;COACHA Y UCUATOQUE;;ASOUCOACHA;273;UCUATOQUE;Pequeña;Riego;1;69;69;96;Pimentón, Habichuela, Tomate, Ganado, Alverjas, Pepino, Pastos, Frutales, Café, Fríjol, Arracacha;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Quebrada Caquinal;Rio Guayuriba;CORPOGUAVIO;1;;;;;
274;CUNDINAMARCA;FÓMEQUE;;;ASORENACER;274;RENACER;Pequeña;Riego;1;386;386;382;;Privado ;Asociación ;Propio;AIS - DRE 2013;Asociación de Usuarios;;;CORPOGUAVIO;;;;;;
275;CUNDINAMARCA;FÓMEQUE;;;ASOCRUN;275;ASOCRUN;Pequeña;Riego;1;25;25;25;;Privado ;Asociación ;Propio;Otros;Asociación de Usuarios;;;CORPOGUAVIO;;;;;;
276;CUNDINAMARCA;FOSCA;HERRERO, GRANADILLO DE FOSCA;;ASOHERRERO-GRANADILLO;276;HERRERO GRANADILLO;Pequeña;Riego;1;65;65;45;Sagú, Cebolla, Maíz, Habichuela, Gallinas Ponedores el Principal Producto, Papa, Pitahaya, Tomate, Frijol, Arracacha, Sagú, ;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Quebrada El Rincón;Rio Guayuriba;CORPORINOQUIA;0;;;;;
277;CUNDINAMARCA;FOSCA;LA PALMA ;;ASOLAPALMA;277;LA PALMA ;Pequeña;Riego;0;60;60;42;Sagú, Papa, Pitahaya, Pancoger, Hortalizas, Cebolla Cabezona, Arracacha, Ganado, Porcinos;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Quebrada El Guamo;Rio Guayuriba;CORPORINOQUIA;0;;;;;
278;CUNDINAMARCA;FUSAGASUGÁ;ALTAGRACIA, SAN PABLO, BOCHICA;;ASOBOCHICA;278;BOCHICA;Pequeña;Riego;0;50;50;43;Mora, Tomate, Café, Habichuela, Frijol, Granadilla , Tomate de Árbol, Curuba, Ganadero, Lulo, Pastos ;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Río Batan;Rio Sumapaz;CAR;1;;;;;
279;CUNDINAMARCA;FUSAGASUGÁ;ESPINALITO;;ASOASES;279;ESPINALITO;Pequeña;Riego;1;127;127;127;Pitahaya, Codorniz, Huevos de Codorniz, Porcinos, Ganadería Doble Propósito, Piscicultura, Frutales, Habichuela, Alverja, Pasto, Tomate de Árbol, café, Aguacate, Cítricos, Naranja, Mandarina, Limón, Tomate, Lulo, Floricultura, Gallinas ponedoras;Público ;ADR;Legalizado;Públicos ;ADR;Río Cuja;Rio Sumapaz;CAR;1;;;;;
280;CUNDINAMARCA;GUACHETÁ;;;ASOHONDURAS;280;HONDURAS;Pequeña;Riego;1;300;300;126;;Privado ;Asociación ;Propio;AIS - DRE 2011;Asociación de Usuarios;;;CAR;;;;;;
281;CUNDINAMARCA;MEDINA;SAN JUANITO;;ASOJUANITO;281;SAN JUANITO-ARENALES;Pequeña;Riego;1;45;45;255;Pastos, Plátano, Pancoger, Piscicultura,;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Quebrada Caño Negro;Rio Humea;CORPOGUAVIO;1;;;;;
282;CUNDINAMARCA;PASCA;BOCADEMONTE, SABANETA, ZAQUE, GUCHIPAS, SAN JOAQUÍN, ALTO DEL MOLINO;;ASOBOSQUE;282;EL BOSQUE;Pequeña;Riego;1;394;394;394;Arveja, Frijol, Cebolla, Hortalizas, Aromáticas, Frutales, Papa, Cilantro, Brócoli, Habichuela, Flores, Uchuva, Tomate de Árbol, Lulo, Mora, Praderas, Artesanías, Ganadería Doble Propósito;Privado ;Asociación ;Propio;AIS 2008 I;Asociación de Usuarios;Río Bosque;Rio Sumapaz;CAR;1;;;;;
283;CUNDINAMARCA;PASCA;LA ARGENTINA, LÁZARO FONTE, EL RETIRO, ALTAGRACIA, SAN PEDRO, SAN PABLO, LA UNIÓN, SARDINAS, HERMOSA, LA UNIÓN, RESGUARDO BAJO;;ASOLAFON;283;LÁZARO FONTE ;Pequeña;Riego;1;206;206;206;Papa, Cebolla Cabezona y Junca, Alverja, Habichuela, Mora, Ganadería Doble Propósito, Hortalizas, Café, Caña, Pastos, Tomate de Árbol, Granadilla, Tomate, Fríjol, Pancoger, Frutales, Uchuva, Gulupa, Cilantro, Frutales, Gulupa, ;Público ;ADR;Legalizado;Públicos ;ADR;Río Juan Viejo;Rio Sumapaz;CAR;1;;;;;
284;CUNDINAMARCA;PASCA;SAN PEDRO, EL RETIRO, LÁZARO FONTE, PUENTE CARO;;ASOSANPEDRO-PUENTE CARO;284;SAN PEDRO - PUENTE CARO;Pequeña;Riego;1;158;158;106;Hortalizas, Praderas, Ganadería Doble Propósito, Pastos, Alverja, Tomate de Árbol, Cebolla, Papa, Zanahoria, Uchuva, Cilantro, Mora, Tomate, Frijol;Privado ;Asociación ;Propio;Otros;Asociación de Usuarios;Río Juan Viejo;Rio Sumapaz;CAR;1;;;;;
285;CUNDINAMARCA;PASCA;"PASCA (ZAQUE - GUCHIPAS, ALTO MOLINO)
FUSAGASUGÁ (BETHEL, SAUCES";;ALBESA;285;ALBESA;Pequeña;Riego;1;300;300;200;Pasto Kikuyo, Cebolla Junca y Cabezona, Maíz, Tomate Chonto, Café, Habichuela, Tomate de Árbol, Frijol, Arveja, Pepino, Rusco, Cilantro, Rosa, Mora, Papa, Granadilla, Plátano, Arracacha, Pitahaya, Sagú, Hortalizas, Freijoa, Zanahoria, Remolacha, Calabacín, Ahuyama, Ají, Eugenia, Yuca, Flores, Frutales, Caléndula, Espinaca, Lulo, Aves Del Paraíso, Anturios, Gulupa;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Río El Bosque;Rio Sumapaz;CAR;1;;;;;
286;CUNDINAMARCA;QUIPILE;LÍBANO Y SANTA CRUZ;;ASOLIBACRUZ;286;LÍBANO SANTA CRUZ;Pequeña;Riego;1;43;43;50;Caña Panelera, Plátano, Café, Mango, Limón Tahití, Tomate, Habichuela, Pollo de Engorde, Levante y Ceba de Cerdo, Ganadería, Alverja, Tomate de Árbol, Mora, Cítricos, Cacao ;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Quebrada Arabiuna o San Rafael;Rio Bogota;CAR;1;;;;;
287;CUNDINAMARCA;SAN JUAN DE RÍO SECO;LOS OLIVOS;;ASOLIVOS;287;LOS OLIVOS;Pequeña;Riego;1;50;50;45;Pastos, Maíz, Alverja, Tomate, Habichuela, Cacao, Banano, Tomate, Mango, Cítricos ,Naranja, Limón,;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Río Seco;Rio Seco y otros Directos al Magdalena;CAR;1;;;;;
288;CUNDINAMARCA;SILVANIA;;;ASOSUBIA;288;SUBIA;Pequeña;Riego;1;95;95;72;;Privado ;Asociación ;Propio;AIS - DRE 2013;Asociación de Usuarios;;;CAR;;;;;;
289;CUNDINAMARCA;SIMIJACA;PANTANO Y JUNCAL;;ASODIRSIMIJACA;289;SIMIJACA;Pequeña;Riego;1;320;320;2450;;Privado ;Asociación ;Propio;AIS 2008 I;Asociación de Usuarios;;Rio Suarez;CAR;0;;;;;
290;CUNDINAMARCA;UBAQUE;ROMERO ALTO, ROMERO BAJO, CENTRO AFUERA;;ASODAT ROCA;290;DAT ROCA;Pequeña;Riego;1;125;125;161;Hortalizas ,Tomate, Habichuela, Pepino,, Cría de Cerdo, Gallinas, Pollos de Engorde, Ponedera, Flores, Pimiento, ;Privado ;Asociación ;Entregado;Públicos ;Asociación de Usuarios;Río Palmar;Rio Guayuriba;CORPORINOQUIA;1;;;;;
291;CUNDINAMARCA;UBAQUE;GANCO, RIO NEGRO, SAN AGUSTÍN, MOLINO, FÍSTEGA, LÚCIGA;;ASODISRIEGO No 2;291;DISRIEGO No. 2;Pequeña;Riego;1;210;230;227;Maíz, Habichuela, Frijol, Tomate de Árbol, Tomate, Frutales Cítricos, Pimentón, Ahuyama, Pastos, Hiervas Aromáticas, Papa, Zanahoria, Cebolla Cabezona, Pollo de Engorde y Ponedoras;Público ;ADR;Legalizado;Públicos ;ADR;Río Palmar;Rio Guayuriba;CORPORINOQUIA;1;;;;;
